,name,category_1,category_2,origin,description
845,Willaset Tolfer Grea GSde Browlell Pinot Noir 2004, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," The wine's deep, opaque color and vibrant, deep nose herald a very elegant, rich and focused wine. Flavors of ripe dark fruit and dark berries, with layers of refined French oak, are interwoven with a core of fruit and balanced acidity. A long, smooth, silky finish heralds the wine's aging potential. "
846,Bedegas Hanner Rapos Sp. Lavper Merbot 2015, Red Wine , Other Red Blends ,"  from Rioja, Spain "," Deep, intense and cherry-red with shades of purple. Very aromatic, combining the freshness and the roundness of the Tempranillo variety, with notes of mint, black pepper and vanilla. The tannic structure is balanced, with a lively, mineral acidity, giving the wine a long and persistent finish. "
847,Brot Napi Mothate Chardonnay 2015, White Wine , Chardonnay ,"  from Napa Valley, California "," The Napa Valley Chardonnay is often characterized by the high quality of the fruit and terroir, but this region is an area of the world that has no such quality. This Chardonnay is from the warmer, northern end of the Napa Valley, where the grapes ripen evenly, developing tropical fruit flavors and crisp acidity.  "
848,Fobastice Barols Cabernet Sauvignon 2017, Red Wine , Cabernet Sauvignon ,"  from Alentejo, Portugal "," The 2016 vintage is a rich, full-bodied wine that shows deep garnet color, a complex nose of spice and berries and a well-balanced palate with velvety tannins. The wine shows an elegance and finesse with a long finish. The 2016 vintage is a very well balanced wine with a long finish. It is ready to drink now and has a great ageing potential. "
849,Fatonces Thegal Zalli 2002, Red Wine , Other Red Blends ,  from Italy ," Bouquet: Intense, full-bodied with spices and berry fruit. Palate: Full, warm, soft but solid with balanced tannins.  Serving Suggestions: Excellent with red meats or grilled vegetables.  Serving Temperature: 18°C/60°F "
850,Tirradolo Velpamal 2018, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Blend: 50% Sangiovese, 25% Cabernet Sauvignon, 25% Cabernet Franc The 2018 vintage of this wine is a real mouthful. On the nose, it shows intense aromas of spice and dark berry fruit. It is full-bodied with velvety tannins and beautiful concentration and a long finish. It is an amazing wine to drink now, but has the potential to age well. "
851,Pricken Estate Chardonnay 1999, White Wine , Chardonnay ,"  from Willamette Valley, Oregon ", This wine was bottled unfined and unfiltered. The nose of this wine is filled with caramel and spice. The mouthfeel is soft and full of creamy oak. The palate has a wonderful core of ripe fruit and is rich in texture. The wine has a long and spicy finish.  This is the perfect wine to serve with grilled salmon or halibut. Try this with any white wine pasta dish. 
852,Xches-Doekape Riesling Reserva Merlot 1994, White Wine , Merlot ,  from South Africa ," This is the wine of choice to pair with spicy Asian-Fusion cuisine. It will also pair well with any soft, spicy Asian-Fusion cuisine.  .  and intense ripe fruit, plump, full-bodied, and silky tannins, with a long finish. This wine is a blend of 50% Syrah, 40% Grenache, 10% Cinsault and 10% Mourvedre.  It is a brilliant light-gold wine with a deep purple rim.  The aroma is full of concentrated plummy fruit with subtle spicy oak undertones.  It has a warm, spicy, smooth palate with an intense fruit and spice aftertaste.  It has a deep, rich mouth feel, and a long, soft finish. "
853,Wilfa Merlot 2003, Red Wine , Merlot ,"  from Central Coast, California "," The wine is medium garnet in color. On the nose the wine shows aromas of cherries and plums, and on the palate the wine is rich and elegant, with cherry/currant fruit, and a slight herbal/herbal edge. A well balanced wine with a lingering finish. "
854,Levia Lesapa Nez-& Macidon Leapellet Rorgeneulle 2015, White Wine , Riesling ,"  from Burgenland, Austria "," Slightly sweet and spicy with high-toned stone fruit and white peach fruit, this wine is dry, warm and almost creamy in texture. It is long on the palate with a minerally dry finish."
855,Chateau Sol Fumeil Les-Comtantier Cote Las 1994, White Wine , Sauvignon Blanc ,"  from Loire, France ","  A brilliant pale-straw color with green reflections. The nose is open and refined, showing intense aromas of lime peel, citrus fruit, fennel and ripe fruit salad. In the mouth the wine is silky, well-balanced and very harmonious with a very long finish. This is a powerful wine with an attractive aromatic range of citrus fruit, herbs and mineral notes. The wine is pleasant, fresh and tasty now, but has the potential to age for a few years. "
856,Jabosel-Pered Beaujales 2016, Red Wine , Gamay ,"  from Beaujolais, Burgundy, France "," It’s a beautiful garnet color, with violet reflections. It’s elegant on the nose, with aromas of black fruits, spices and vanilla. On the palate, it is harmonious and balanced, with soft tannins and beautiful structure. It’s a pleasure to drink now, but will develop even greater complexity in next years. "
857,Tnovia Grye Old Landria Sauvignon Blanc 2014, White Wine , Sauvignon Blanc ,"  from Russian River, Sonoma County, California "," Pale straw with a green hue. Aromas of white peach, tangerine and white flowers, with a hint of grass. The palate is creamy and rich, with flavors of lemon curd, fresh fig, grapefruit, honeydew and pineapple.  "
858,Bosoa Grenona Cellarba Syrah 2011, Red Wine , Other Red Blends ,  from Spain ," A blend of mostly Garnacha, with Syrah and Tempranillo, aged in new French and American oak. Pairs well with grilled meats, spicy Mediterranean cuisine, and dry Mediterranean fare., then another big wine from the region. Intense dark cherry/purple color. Rich and concentrated with a deep perfume of ripe blackberries, plums, and sweet spices. A full-bodied wine with a rich, chewy core of dark fruit. It has a thick texture with a rich concentration of fruit and a long, concentrated finish. It is a great example of why Spain is a great partner for this new area of the world. It is a perfect example of why Spain is producing the best wines from this region."
859,Lampaista Sharpalino Brannos Vina Cabernet Sauvignon (375ML halff-bottourt Rand Moise 1997, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The 1997 Sharpalino Vigna Cabernet Sauvignon is a rich ruby color. On the nose, ripe cherries, spice and cedar aromas mingle with the unique characteristics of the varietal and terroir. The flavors of cherries, spice and cedar are wrapped in a soft, supple texture, with a long, full finish. The color of the wine is deep, with shades of garnet and good depth. The bouquet is full and round, with the ideal balance of fruit, oak, tannin, acid and structure. The wine shows well now, but will continue to improve in the bottle. In keeping with the philosophy that the natural process will take place, this wine is produced from the best fruit from the best vineyards in our vineyards to be released as is the best, most enjoyable wine from the best of the best of the vintage. "
860,Colney Jovane Rasce Vacon Noir 1997, Red Wine , Other Red Blends ,"  from Languedoc, South of France, France ","  and intense color. On the nose, there are hints of licorice, black pepper, blackberry and raspberry. The palate is long, supple and velvety with balanced tannins. This wine is perfect with roasted meats and mature cheeses. It is a perfect match with game and meaty pasta sauces."
861,Calle Cotes do Tolt Napa Valley Piotas Gamedon Chaantain Pinot Noir 2010, Red Wine , Other Red Blends ,"  from Napa Valley, California "," The 2010 Piotas de Gameon shows aromas of spicy black cherries, dried herbs, and chocolate. On the palate, the wine is broad and full with layers of red fruit and spice that lead to a long, smooth finish. "
862,Henbion Liee Pinot Noir 2013, Red Wine , Pinot Noir ,"  from Carneros, California ","  Liee Vineyard is located at the northern end of the Carneros district, at the foot of the steep hill that rises through the hills above Napa. This wine is produced from grapes grown in these younger, close planted vines, with an average age of 35 years. The wine shows aromas of bright cherry, raspberry, and a touch of sandalwood. It has an elegant and silky palate, showing flavors of fresh cherries and raspberries and a hint of sandalwood. "
863,Lavouhoit Riono Pinot Noir 2011, Red Wine , Pinot Noir ,"  from Rueda, Spain "," An ideal wine for any occasion, Lavouhoit Pinot Noir is a blend of the best of both the best of the region and the best of the region, in the Aragon region of Spain. It is a dark cherry color, with aromas of wild strawberries, cherries and hints of spice. On the palate, it is soft and smooth, with notes of blackberries, strawberries and spice. The finish is long and harmonious, with a hint of toasted oak."
864,Suborc Deet Tosterondo Shiraz 2002, Red Wine , Syrah/Shiraz ,  from Australia ," The vineyard of a selection of the best from each of the vineyards produces a full-bodied, rich wine with a bouquet of aromas of berries, plums, licorice and spice. The palate is full and intense with wonderful fruit richness and soft tannins. A long, pure and complex finish with the finesse that is the hallmark of great Australian shiraz. "
865,HogeLod Eostate Rege Chardonnay 1999, White Wine , Chardonnay ,"  from Eola-Amity Hills, Willamette Valley, Oregon ",".  The grapes are hand-harvested and sorted, lightly pressed and placed in vertical fermentors.  The juice is then matured for five months in French oak barrels.  After malolactic fermentation the wine is racked into barrels for maturation.  The wine is bottled after six months barrel aging, a third barrel from new oak and one year old oak barrels.  The wine shows bright tropical fruit with citrus and floral aromas.  Its rich and smooth on the palate with a long finish.  A great wine to enjoy with grilled fish, seafood, poultry or pasta.  "
866,Covelgmontol Merlot 2009, Red Wine , Merlot ,  from Chile ," This Merlot is a beautiful, deep dark purple color. It has an elegant nose with red and black fruit, violets, spices and a hint of toast. The palate is smooth, with good structure and a soft tannin finish. Louis Latour Chambolle-Musigny 2009 [response] [category_1] Red Wine [category_2] Pinot Noir [category_2] Pinot Noir [origin]  from Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France "
867,Laimaney Cabernet Sauvivagnon 2013, Red Wine , Cabernet Sauvignon ,"  from Mt. Veeder, Napa Valley, California "," The 2013 Laimaney Vineyards Cabernet Sauvignon is deep and vibrant with deep aromas of blackberry, blueberry, and plum. Hints of dried herb and earthy characters are also present in the nose. Flavors of black cherry, blackberry and cassis are complemented by hints of cigar box, vanilla and a touch of chocolate. A velvety and smooth texture with a long finish is the first impression of this wine.  "
