,name,category_1,category_2,origin,description
965,Trost Vineyards Cabernet Wellos 18 Denan Marnot 2011,Red Wine,Cabernet Sauvignon,"Napa Valley, California","The 2011 vintage of 18 Denan Marnot is an elegant wine with a deep, deep ruby color. The nose opens with blackberry and black cherry aromas with hints of black pepper, nutmeg, and blackberry. The mouthfeel is round and soft with ripe, sweet tannins and a long, fresh finish. The 2011 vintage of 18 Denan Marnot is an excellent example of the variety in Napa Valley."
966,Ceau Mal Duberaive (half-bottle) 1996,Red Wine,Bordeaux Red Blends,"Napa Valley, California","The 1996 vintage of Cuvée Mal Duberaive was a classic vintage, with the majority of the grapes coming from the Napa Valley. This vintage is a blend of fruit from the Cabernet Sauvignon, Merlot and Cabernet Franc grapes. The resulting wine is rich, deep and well-balanced with rich, well-integrated tannins. The nose offers intense aromas of dark fruits, plum, blackberry and cherry with nuances of violet and mineral components. The mouthfeel is round and soft with good depth and balance of fruit and oak. The finish is long and well-balanced with good acidity."
967,Maragio Bigolo Bru Saleta Conuma Pieila Lamfantinia 2004,Red Wine,Other Red Blends,"Sicily, Italy","Bright ruby red with violet tones. Intense and fruity, with the aroma of red berries and cherries. In the mouth the wine is warm and well-balanced, with well-integrated tannins, very good acidity and good length. This is a perfect match for grilled fish, such as cod, and grilled vegetables."
968,Clorama Cabernet Sauvignon Chardin-Zapily Chardonnay 2016,White Wine,Other White Blends,South Africa,"The wine is a medium-bodied wine with aromas of white peach, nectarine, papaya, tropical fruit and vanilla. The mouthfeel is rich and round with mouthwatering acidity and intense fruit flavors of grapefruit and papaya. The wine is fresh and well-balanced with lingering mineral and mineral tones on the finish. The wine is ready to drink now and will cellar well for up to 3 years."
969,Bodestadbong Kinsing Wines Patos Reserva Zinfandel 2017,Red Wine,Zinfandel,Chile,"This wine offers fresh aromas of ripe fruit and sweet spices. On the palate, this wine is medium-bodied with soft tannins. This is a well-balanced wine with an excellent, lingering finish. It is an easy drinking wine that can be paired with a wide variety of foods."
971,Domank Espate Merlot 2001,Red Wine,Merlot,"Central Coast, California","This wine exhibits aromas of ripe plum and black cherry with nuances of toast and spices. Flavors mirror aromas with roasted coffee and vanilla. This wine is medium-bodied and well-balanced with balanced ping, full body and sweet, round tannins.  with a hint of vanilla from barrel aging.  This wine will be delicious with grilled fish, poultry, veal, roasted vegetables, roast lamb and dishes with roasted vegetables participation."
972,Sme Signatty Homulle's One Daldues Shiraz 2004,Red Wine,Syrah/Shiraz,Australia,"This wine is a deep red with a purple tinge. The aroma is rich and generous with blackberries, cherries and blackcurrants. The palate is generous and well-balanced with sweet, sweet and juicy flavours of blackcurrants, blackberries, plums and spices, with fine, well-integrated tannins. The finish is long and persistent, with lingering flavours of red fruits and liquorice. The wine will cellar well for the next 5 to 10 years and is ready to drink now. deposits in open-top fermentors."
973,Vally Ruszian Sauvignon (1.5 Liter  agven) 2007,White Wine,Sauvignon Blanc,"Friuli-Venezia Giulia, Italy","Bright yellow in color with green reflections.  The nose is intense and elegant, very typical of the varietal.  The taste is well-balanced, elegant and fresh with a good acidity midsingle with a hint of herbiness."
975,Chateau Carger Ane Ovit 2016,Red Wine,Other Red Blends,"Sicily, Italy","Ane Ovit is an original wine with a deep ruby red color. Aromas of red fruits, cherry and blackberry. On the palate, it is full-bodied, rich and soft with a long, smooth finish.  The aromas are reminiscent of red fruits, cherry and blackberry. A perfect match for pasta dishes, pasta sauces, white meats and game."
976,Jagbhsk Brifenet Sauvignon Blanc 2013,White Wine,Sauvignon Blanc,"Marlborough, New Zealand","Bright straw with bright green tints. Clean, fresh and refreshing with hints of gooseberries, lees, lime and citrus zest. Fresh and clean acidity, offering an immediate sensation of freshness, and a hint of tropical fruit.  The palate has lovely weight and texture, with a sweet and savory sensation.  The wine is well balanced with a clean mineral acidity that adds structure and length.  The wine is well-balanced and delicious, and it is an excellent companion for a wide variety of foods including Asian and Indian dishes, shellfish, white meats and mild cheeses."
977,Calera Hantons Chardonnay (Flaflu-Hault Cabernet Sauvignon 2014,White Wine,Cabernet Sauvignon,"Napa Valley, California","This 2014 Chardonnay is light straw in color with intense aromas of ripe pear, apple and melon, and a hint of spice. The wine is round and round with flavors of ripe pear, apricot, and juicy apple with balanced acidity. The mouthfeel is rich and silky with flavors of ripe fruit, a hint of toast, and a touch of toastiness. This wine is well-balanced and shows great intensity and length."
978,Notter Trinonga Gata Rhenanelena Rooja Old Dange 2000,Red Wine,Other Red Blends,Spain,"A very deep, clear, medium-bodied wine with an intense, almost opaque ruby color.  Aromas are ripe, intense, spicy, with sweet aromas of black fruit, especially blackberries and cherries, with a touch of anise, aniseed, anisette, cedar and toasted spices.  On the palate, the wine is smooth, sweet and well-balanced with a good acidity.  The finish is long, fruity and explosions with flavors of blackberries, cherries and spice, which are confirmed on the finish.  The wine is drinkable now and will cellar well for two to three years.  Serve well chilled.                                                                                                         kernelspice, black pepper, vanilla, leather, tar"
979,Euzelli Napa Mar Bono Xuzia Well Meleca 2003,Red Wine,Other Red Blends,"Napa Valley, California","The nose is intense with a bouquet of cherry, ripe fruit and vanilla.  On the palate the wine is medium bodied with flavors of cherry, raspberry and spice with a touch of mineral and sweet oak.  The tannins are soft and round with a long, sweet and smooth finish."
980,Behh Cabelt Righ Vineyard Sumierv Auxer Vertapite 2016,Red Wine,Other Red Blends,"Edna Valley, Central Coast, California","This wine is a deep garnet color with a purple rim. The nose offers aromas of blackberries, cherries, fig, cassis, and vanilla. The mouthfeel is round, with soft, round, silky tannins that lead to a lingering finish. This wine will age well for up to five years. The wine is ready to glacier and will pair well with grilled foods, hearty cheeses, and Asian foods."
981,Sh. ormul Gravier Riesling ( 007,White Wine,Riesling,"Rheingau, Germany","omenous from the quality of the Riesling grapes grown on the estate, the wine is clean, refreshing, well-balanced and quite charming. It is well-suited for a wide variety of dishes, especially salads, seafood, Asian foods, fruit-based pastas and grilled fish."
982,Monnani Barolo Reserva Cabernet Sauvignon 1999,Red Wine,Cabernet Sauvignon,"Barolo, Piedmont, Italy","Intense ruby-red in color with ruby highlights, the wine shows a subtle, well-balanced bouquet of red fruit and spices.  The palate is soft, well-balanced and well-rounded, with ripe, round, ripe tannins and a long, fruity finish."
983,R.L. Phegaghe SeCLes Argete Baronar Malbec (Saiterrit-Gobagle) 2012,Red Wine,Malbec,"Mendoza, Argentina","Deep, intense red, violet, and purple. The nose is intense, very elegant, fruity, and very pleasant. Fresh and persistent with a very good structure and a round, sweet and pleasant taste. The mouth feel is round and well-balanced with sweet tannins."
986,Le Campano Eitane Coltllaido Ramry 2013,Red Wine,Other Red Blends,Japan,"SUGGESTED FOOD Blackhawks. Perfect with roasted and grilled fish, or pasta dishes that are rich and creamy in texture. Also, go with pork roast and rich meat dishes. Serve at room temperature. Serve well chilled. .."
988,Strick Wines Cabernet Sauvignon 1998,Red Wine,Cabernet Sauvignon,"NapAnti Valley, California","The wine is ruby red in color and has aromas of ripe, ripe cherries, ripe plums and currants with spicy, oak tones. The flavors mirror aromas with red and black fruits dominating with sweet tannins and well-integrated oak flavors. The finish is well-balanced and fresh with well-balanced acidity and ripe, well-integrated tannins.  piece of toast and chocolate-covered cherries."
989,Wankenzry Hill Dicspionlachofn Pinot Gris 2010,White Wine,Pinot Gris/Grigio,"Willamette Valley, Oregon","Aromas of lime zest, wet stone, flint, honeysuckle, and floral notes. Flavors mirror aromas with flavors of citrus and mineral, with a bright acidity. Medium-bodied, yet juicy mouthfeel with a lingering finish. A classic Oregon wine, this wine shoots from the glass with flavors of ripe citrus, tangerine, white fleshed fruit, pear, and honey."
990,Tenwarda France Chardonnay 2006,White Wine,Chardonnay,"Burgundy, France","Intense, with a very pale yellow color. Fresh, with aromas of ripe fruits and exotic fruits. Fresh, round, with soft, well-rounded, pleasant, fresh, juicy and fruity. Long and refreshing finish.    wine & food pairing:  Perfect with fish, veal, shellfish, white meat and cheeses.  Serve well chilled."
991,Francino Oanchbays Cabernet Sauvignon (OK Koshiglote 2018,Red Wine,Cabernet Sauvignon,"Margaret River, Western Australia, Australia","The 2018 Cabernet Sauvignon Ochbays is a complex and delicious wine with ripe, sweet ripe berry fruits with a touch of earthy tones. The wine shows excellent weight, soft tannins and a long spicy finish."
992,Granchel & Guyreest Pinot Noir 2001,Red Wine,Pinot Noir,"Willamette Valley, Oregon","Our Willamette Valley Pinot Noir has rich aromas of ripe fruit, floral notes, and a touch of spice. The flavors mirror aromas with flavors of black cherries dogma,031 cherries and blackberries and vanilla. The mouthfeel is medium to full bodied with round, juicy,Topics with well-integrated oak, fresh acidity and lingering flavors of mineral and spicy oak. The tannins are supple and soft, with good acidity and a lingering finish."
994,Tabeld Hussz Piner Chuvioge 2009,Red Wine,Other Red Blends,Italy,"Very, deep ruby-red color with purple tCurrent, intense and persistent bouquet of black fruits and spices.  Well-balanced, well-structured and velvety smooth with round, well-balanced tannins, great structure, good complexity and a long finish.  wine+branding"
